Steam ID,App ID,Game Name,Playtime (hours),Genres,Achievements
76561198184561219,1583720,Entropy : Zero 2,1.7,"Action, Free To Play",5
76561198184561219,1659420,UNCHARTED™: Legacy of Thieves Collection,26.516666666666666,Adventure,25
76561198184561219,1715130,Crysis Remastered,0.6166666666666667,Action,1
76561198184561219,2096600,Crysis 2 Remastered,0.0,Action,0
76561198184561219,2096610,Crysis 3 Remastered,0.0,Action,0
76561198184561219,1888930,The Last of Us™ Part I,2.95,"Action, Adventure",1
76561198184561219,2668510,Red Dead Redemption,18.9,Action,18
76561198184561219,70,Half-Life,8.066666666666666,Action,0
76561198184561219,3164500,Schedule I,10.5,"Action, Indie, Simulation, Strategy, Early Access",6
76561198184561219,3205720,Schedule I: Free Sample,3.9,"Action, Indie, Simulation",0
